disaster_number,state,declaration_type,declaration_date,incident_type,declaration_title,ih_program_declared,ia_program_declared,pa_program_declared,hm_program_declared,incident_begin_date,incident_end_date,fips,designated_area
1999,TX,DR,2011-07-01T17:30:00Z,Fire,Wildfires,0,0,1,1,2011-04-06T04:00:00Z,2011-08-29T04:00:00Z,48353,Nolan (County)
1999,TX,DR,2011-07-01T17:30:00Z,Fire,Wildfires,0,0,1,1,2011-04-06T04:00:00Z,2011-08-29T04:00:00Z,48315,Marion (County)
1999,TX,DR,2011-07-01T17:30:00Z,Fire,Wildfires,0,0,1,1,2011-04-06T04:00:00Z,2011-08-29T04:00:00Z,48269,King (County)
1999,TX,DR,2011-07-01T17:30:00Z,Fire,Wildfires,0,0,1,1,2011-04-06T04:00:00Z,2011-08-29T04:00:00Z,48069,Castro (County)
1999,TX,DR,2011-07-01T17:30:00Z,Fire,Wildfires,0,0,1,1,2011-04-06T04:00:00Z,2011-08-29T04:00:00Z,48143,Erath (County)
1999,TX,DR,2011-07-01T17:30:00Z,Fire,Wildfires,0,0,1,1,2011-04-06T04:00:00Z,2011-08-29T04:00:00Z,48003,Andrews (County)
1999,TX,DR,2011-07-01T17:30:00Z,Fire,Wildfires,0,0,1,1,2011-04-06T04:00:00Z,2011-08-29T04:00:00Z,48445,Terry (County)
1999,TX,DR,2011-07-01T17:30:00Z,Fire,Wildfires,0,0,1,1,2011-04-06T04:00:00Z,2011-08-29T04:00:00Z,48241,Jasper (County)
1999,TX,DR,2011-07-01T17:30:00Z,Fire,Wildfires,0,0,1,1,2011-04-06T04:00:00Z,2011-08-29T04:00:00Z,48117,Deaf Smith (County)
1999,TX,DR,2011-07-01T17:30:00Z,Fire,Wildfires,0,0,1,1,2011-04-06T04:00:00Z,2011-08-29T04:00:00Z,48011,Armstrong (County)
1999,TX,DR,2011-07-01T17:30:00Z,Fire,Wildfires,0,0,1,1,2011-04-06T04:00:00Z,2011-08-29T04:00:00Z,48233,Hutchinson (County)
1999,TX,DR,2011-07-01T17:30:00Z,Fire,Wildfires,0,0,1,1,2011-04-06T04:00:00Z,2011-08-29T04:00:00Z,48277,Lamar (County)
1999,TX,DR,2011-07-01T17:30:00Z,Fire,Wildfires,0,0,1,1,2011-04-06T04:00:00Z,2011-08-29T04:00:00Z,48487,Wilbarger (County)
1999,TX,DR,2011-07-01T17:30:00Z,Fire,Wildfires,0,0,1,1,2011-04-06T04:00:00Z,2011-08-29T04:00:00Z,48443,Terrell (County)
1999,TX,DR,2011-07-01T17:30:00Z,Fire,Wildfires,0,0,1,1,2011-04-06T04:00:00Z,2011-08-29T04:00:00Z,48461,Upton (County)
1999,TX,DR,2011-07-01T17:30:00Z,Fire,Wildfires,0,0,1,1,2011-04-06T04:00:00Z,2011-08-29T04:00:00Z,48105,Crockett (County)
1999,TX,DR,2011-07-01T17:30:00Z,Fire,Wildfires,0,0,1,1,2011-04-06T04:00:00Z,2011-08-29T04:00:00Z,48319,Mason (County)
1999,TX,DR,2011-07-01T17:30:00Z,Fire,Wildfires,0,0,1,1,2011-04-06T04:00:00Z,2011-08-29T04:00:00Z,48021,Bastrop (County)
1999,TX,DR,2011-07-01T17:30:00Z,Fire,Wildfires,0,0,1,1,2011-04-06T04:00:00Z,2011-08-29T04:00:00Z,48327,Menard (County)
1999,TX,DR,2011-07-01T17:30:00Z,Fire,Wildfires,0,0,1,1,2011-04-06T04:00:00Z,2011-08-29T04:00:00Z,48401,Rusk (County)
1999,TX,DR,2011-07-01T17:30:00Z,Fire,Wildfires,0,0,1,1,2011-04-06T04:00:00Z,2011-08-29T04:00:00Z,48109,Culberson (County)
1999,TX,DR,2011-07-01T17:30:00Z,Fire,Wildfires,0,0,1,1,2011-04-06T04:00:00Z,2011-08-29T04:00:00Z,48043,Brewster (County)
1999,TX,DR,2011-07-01T17:30:00Z,Fire,Wildfires,0,0,1,1,2011-04-06T04:00:00Z,2011-08-29T04:00:00Z,48059,Callahan (County)
1999,TX,DR,2011-07-01T17:30:00Z,Fire,Wildfires,0,0,1,1,2011-04-06T04:00:00Z,2011-08-29T04:00:00Z,48371,Pecos (County)
1999,TX,DR,2011-07-01T17:30:00Z,Fire,Wildfires,0,0,1,1,2011-04-06T04:00:00Z,2011-08-29T04:00:00Z,48203,Harrison (County)
1999,TX,DR,2011-07-01T17:30:00Z,Fire,Wildfires,0,0,1,1,2011-04-06T04:00:00Z,2011-08-29T04:00:00Z,48403,Sabine (County)
1999,TX,DR,2011-07-01T17:30:00Z,Fire,Wildfires,0,0,1,1,2011-04-06T04:00:00Z,2011-08-29T04:00:00Z,48017,Bailey (County)
1999,TX,DR,2011-07-01T17:30:00Z,Fire,Wildfires,0,0,1,1,2011-04-06T04:00:00Z,2011-08-29T04:00:00Z,48411,San Saba (County)
1999,TX,DR,2011-07-01T17:30:00Z,Fire,Wildfires,0,0,1,1,2011-04-06T04:00:00Z,2011-08-29T04:00:00Z,48383,Reagan (County)
1999,TX,DR,2011-07-01T17:30:00Z,Fire,Wildfires,0,0,1,1,2011-04-06T04:00:00Z,2011-08-29T04:00:00Z,48275,Knox (County)
1999,TX,DR,2011-07-01T17:30:00Z,Fire,Wildfires,0,0,1,1,2011-04-06T04:00:00Z,2011-08-29T04:00:00Z,48317,Martin (County)
1999,TX,DR,2011-07-01T17:30:00Z,Fire,Wildfires,0,0,1,1,2011-04-06T04:00:00Z,2011-08-29T04:00:00Z,48191,Hall (County)
2937,TX,FM,2011-07-12T02:50:00Z,Fire,Nolan County Fire Complex,0,0,1,0,2011-07-11T04:00:00Z,2011-07-20T04:00:00Z,48353,Nolan (County)
2949,TX,FM,2011-08-16T01:27:00Z,Fire,Horseshoe Fire,0,0,1,0,2011-08-15T04:00:00Z,NA,48491,Williamson (County)
2952,TX,FM,2011-08-31T01:55:00Z,Fire,101 Ranch Fire,0,0,1,0,2011-08-30T04:00:00Z,2011-10-01T04:00:00Z,48363,Palo Pinto (County)
2955,CA,FM,2011-09-03T02:53:00Z,Fire,Hill Fire,0,0,1,0,2011-09-02T20:30:00Z,2011-09-06T01:00:00Z,06071,San Bernardino (County)
2957,TX,FM,2011-09-04T22:37:00Z,Fire,Hodde Fire,0,0,1,0,2011-09-04T04:00:00Z,NA,48453,Travis (County)
2958,TX,FM,2011-09-05T01:03:00Z,Fire,Bastrop County Fire Complex,0,0,1,0,2011-09-04T04:00:00Z,2011-10-11T04:00:00Z,48021,Bastrop (County)
2959,TX,FM,2011-09-05T10:33:00Z,Fire,Pedernales Bend Fire,0,0,1,0,2011-09-04T04:00:00Z,2011-09-13T03:59:00Z,48453,Travis (County)
2960,TX,FM,2011-09-05T10:35:00Z,Fire,Steiner Ranch Fire,0,0,1,0,2011-09-04T04:00:00Z,2011-09-10T03:59:00Z,48453,Travis (County)
2961,CA,FM,2011-09-05T21:04:00Z,Fire,Canyon Fire,0,0,1,0,2011-09-04T20:18:30Z,2011-09-12T03:59:00Z,06029,Kern (County)
2962,TX,FM,2011-09-06T04:03:00Z,Fire,Tamina Fire,0,0,1,0,2011-09-05T04:00:00Z,2011-09-09T03:59:00Z,48339,Montgomery (County)
2963,TX,FM,2011-09-06T04:05:00Z,Fire,Moonglow Fire,0,0,1,0,2011-09-05T04:00:00Z,NA,48491,Williamson (County)
2964,TX,FM,2011-09-06T04:06:00Z,Fire,Riley Road Fire,0,0,1,0,2011-09-05T04:00:00Z,2011-10-02T04:00:00Z,48185,Grimes (County)
2964,TX,FM,2011-09-06T04:06:00Z,Fire,Riley Road Fire,0,0,1,0,2011-09-05T04:00:00Z,2011-10-02T04:00:00Z,48473,Waller (County)
2964,TX,FM,2011-09-06T04:06:00Z,Fire,Riley Road Fire,0,0,1,0,2011-09-05T04:00:00Z,2011-10-02T04:00:00Z,48339,Montgomery (County)
2965,TX,FM,2011-09-06T23:22:00Z,Fire,Bear Creek Fire,0,0,1,0,2011-09-04T04:00:00Z,2011-10-24T04:00:00Z,48067,Cass (County)
2965,TX,FM,2011-09-06T23:22:00Z,Fire,Bear Creek Fire,0,0,1,0,2011-09-04T04:00:00Z,2011-10-24T04:00:00Z,48315,Marion (County)
2967,TX,FM,2011-09-09T00:25:00Z,Fire,Big Oak Fire,0,0,1,0,2011-09-08T04:00:00Z,NA,48029,Bexar (County)
2968,TX,FM,2011-09-10T01:39:00Z,Fire,Pat Gross Fire,0,0,1,0,2011-09-09T04:00:00Z,NA,48029,Bexar (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48293,Limestone (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48321,Matagorda (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48449,Titus (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48371,Pecos (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,0,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48045,Briscoe (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48389,Reeves (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48373,Polk (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,1,0,0,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48339,Montgomery (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48155,Foard (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,0,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48227,Howard (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,0,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48137,Edwards (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,1,0,0,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48473,Waller (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48073,Cherokee (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48365,Panola (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48307,McCulloch (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,0,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48077,Clay (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,0,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48099,Coryell (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48343,Morris (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48245,Jefferson (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,0,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48191,Hall (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48105,Crockett (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48159,Franklin (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,0,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48337,Montague (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48037,Bowie (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48361,Orange (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48259,Kendall (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48063,Camp (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48457,Tyler (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48287,Lee (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,0,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48327,Menard (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48283,La Salle (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,0,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48497,Wise (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,0,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48435,Sutton (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,0,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48267,Kimble (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,0,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48353,Nolan (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48035,Bosque (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48351,Newton (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48231,Hunt (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,1,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48183,Gregg (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,1,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48213,Henderson (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,1,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48217,Hill (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,1,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48225,Houston (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,1,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48349,Navarro (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48393,Roberts (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,1,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48459,Upshur (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,1,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48423,Smith (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,1,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48055,Caldwell (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,1,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48289,Leon (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,1,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48401,Rusk (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48387,Red River (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,1,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48315,Marion (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,1,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48001,Anderson (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,1,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48089,Colorado (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,1,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48021,Bastrop (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48419,Shelby (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48405,San Augustine (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,1,0,0,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48453,Travis (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,1,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48471,Walker (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,1,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48185,Grimes (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,1,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48203,Harrison (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,1,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48067,Cass (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,1,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48149,Fayette (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,1,0,0,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48491,Williamson (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48181,Grayson (County)
4029,TX,DR,2011-09-10T02:15:00Z,Fire,Wildfires,0,0,1,1,2011-08-30T04:00:00Z,2011-12-31T05:00:00Z,48199,Hardin (County)
2970,CA,FM,2011-09-11T06:36:00Z,Fire,Keene Fire Complex,0,0,1,0,2011-09-10T21:15:28Z,NA,06029,Kern (County)
2971,CA,FM,2011-09-12T01:58:00Z,Fire,Comanche Fire Complex,0,0,1,0,2011-09-11T01:40:00Z,2011-09-16T03:59:00Z,06029,Kern (County)
2976,TX,FM,2012-05-01T03:10:00Z,Fire,Livermore Ranch Fire Complex,0,0,1,0,2012-04-24T04:00:00Z,2012-05-12T03:59:00Z,48243,Jeff Davis (County)
4076,WI,DR,2012-08-02T20:30:00Z,Severe Storm(s),Severe Storms And Flooding,0,0,1,1,2012-06-19T04:00:00Z,2012-06-20T04:00:00Z,55007,Bayfield (County)
4076,WI,DR,2012-08-02T20:30:00Z,Severe Storm(s),Severe Storms And Flooding,0,0,1,1,2012-06-19T04:00:00Z,2012-06-20T04:00:00Z,55000,Red Cliff Indian Reservation
4076,WI,DR,2012-08-02T20:30:00Z,Severe Storm(s),Severe Storms And Flooding,0,0,1,1,2012-06-19T04:00:00Z,2012-06-20T04:00:00Z,55003,Ashland (County)
4076,WI,DR,2012-08-02T20:30:00Z,Severe Storm(s),Severe Storms And Flooding,0,0,1,1,2012-06-19T04:00:00Z,2012-06-20T04:00:00Z,55031,Douglas (County)
5004,CA,FM,2012-08-13T17:15:00Z,Fire,Wye Fire,0,0,1,0,2012-08-12T15:15:00Z,2012-08-19T03:59:00Z,06033,Lake (County)
5007,CA,FM,2012-08-19T19:05:00Z,Fire,Ponderosa Fire,0,0,1,0,2012-08-18T16:00:00Z,2012-09-04T04:00:00Z,06089,Shasta (County)
5007,CA,FM,2012-08-19T19:05:00Z,Fire,Ponderosa Fire,0,0,1,0,2012-08-18T16:00:00Z,2012-09-04T04:00:00Z,06103,Tehama (County)
5021,CA,FM,2012-09-24T04:37:00Z,Fire,Shockey Fire,0,0,1,0,2012-09-23T19:14:59Z,2012-09-28T03:59:00Z,06000,Campo Indian Reservation
5021,CA,FM,2012-09-24T04:37:00Z,Fire,Shockey Fire,0,0,1,0,2012-09-23T19:14:59Z,2012-09-28T03:59:00Z,06073,San Diego (County)
3363,TX,EM,2013-04-20T00:15:00Z,Other,Explosion,1,0,1,0,2013-04-18T00:00:00Z,2013-04-20T04:00:00Z,48309,McLennan (County)
5023,CA,FM,2013-05-02T03:15:00Z,Fire,Summit Fire,0,0,1,0,2013-05-01T17:00:00Z,2013-05-06T03:59:00Z,06065,Riverside (County)
5024,CA,FM,2013-05-02T19:16:00Z,Fire,Springs Fire,0,0,1,0,2013-05-02T10:34:00Z,2013-05-12T03:59:00Z,06111,Ventura (County)
5025,CA,FM,2013-06-02T06:50:00Z,Fire,Powerhouse Fire,0,0,1,0,2013-05-31T04:00:00Z,2013-06-08T04:00:00Z,06037,Los Angeles (County)
4136,TX,DR,2013-08-02T13:10:00Z,Other,Explosion,0,0,1,1,2013-04-17T04:00:00Z,2013-04-20T04:00:00Z,48309,McLennan (County)
5040,CA,FM,2013-08-06T04:00:00Z,Fire,Falls Fire,0,0,1,0,2013-08-05T12:00:00Z,2013-08-11T03:59:00Z,06065,Riverside (County)
5041,CA,FM,2013-08-08T05:12:00Z,Fire,Silver Fire,0,0,1,0,2013-08-08T02:00:00Z,2013-08-14T03:59:00Z,06065,Riverside (County)
4141,WI,DR,2013-08-08T16:10:00Z,Severe Storm(s),"Severe Storms, Flooding, And Mudslides",0,0,1,1,2013-06-20T04:00:00Z,2013-06-28T04:00:00Z,55049,Iowa (County)
4141,WI,DR,2013-08-08T16:10:00Z,Severe Storm(s),"Severe Storms, Flooding, And Mudslides",0,0,1,1,2013-06-20T04:00:00Z,2013-06-28T04:00:00Z,55123,Vernon (County)
4141,WI,DR,2013-08-08T16:10:00Z,Severe Storm(s),"Severe Storms, Flooding, And Mudslides",0,0,1,1,2013-06-20T04:00:00Z,2013-06-28T04:00:00Z,55109,St. Croix (County)
4141,WI,DR,2013-08-08T16:10:00Z,Severe Storm(s),"Severe Storms, Flooding, And Mudslides",0,0,1,1,2013-06-20T04:00:00Z,2013-06-28T04:00:00Z,55007,Bayfield (County)
4141,WI,DR,2013-08-08T16:10:00Z,Severe Storm(s),"Severe Storms, Flooding, And Mudslides",0,0,1,1,2013-06-20T04:00:00Z,2013-06-28T04:00:00Z,55023,Crawford (County)
4141,WI,DR,2013-08-08T16:10:00Z,Severe Storm(s),"Severe Storms, Flooding, And Mudslides",0,0,1,1,2013-06-20T04:00:00Z,2013-06-28T04:00:00Z,55003,Ashland (County)
4141,WI,DR,2013-08-08T16:10:00Z,Severe Storm(s),"Severe Storms, Flooding, And Mudslides",0,0,1,1,2013-06-20T04:00:00Z,2013-06-28T04:00:00Z,55103,Richland (County)
4141,WI,DR,2013-08-08T16:10:00Z,Severe Storm(s),"Severe Storms, Flooding, And Mudslides",0,0,1,1,2013-06-20T04:00:00Z,2013-06-28T04:00:00Z,55043,Grant (County)
5049,CA,FM,2013-08-24T01:13:00Z,Fire,Rim Fire,0,0,1,0,2013-08-20T19:00:00Z,2013-09-09T03:59:00Z,06109,Tuolumne (County)
5049,CA,FM,2013-08-24T01:13:00Z,Fire,Rim Fire,0,0,1,0,2013-08-20T19:00:00Z,2013-09-09T03:59:00Z,06043,Mariposa (County)
4142,CA,DR,2013-08-29T20:30:00Z,Fire,Wildfire,0,0,1,1,2013-07-29T04:00:00Z,2013-08-01T04:00:00Z,06000,Karuk Reservation
5050,CA,FM,2013-09-10T04:57:00Z,Fire,Clover Fire,0,0,1,0,2013-09-09T04:01:00Z,2013-09-15T03:59:00Z,06089,Shasta (County)
4158,CA,DR,2013-12-13T19:00:00Z,Fire,Rim Fire,0,0,1,1,2013-08-17T19:25:00Z,2013-10-25T03:59:00Z,06109,Tuolumne (County)
4159,TX,DR,2013-12-20T16:30:00Z,Severe Storm(s),Severe Storms And Flooding,0,0,1,1,2013-10-30T04:00:00Z,2013-10-31T04:00:00Z,48055,Caldwell (County)
4159,TX,DR,2013-12-20T16:30:00Z,Severe Storm(s),Severe Storms And Flooding,0,0,1,1,2013-10-30T04:00:00Z,2013-10-31T04:00:00Z,48209,Hays (County)
4159,TX,DR,2013-12-20T16:30:00Z,Severe Storm(s),Severe Storms And Flooding,0,0,1,1,2013-10-30T04:00:00Z,2013-10-31T04:00:00Z,48161,Freestone (County)
4159,TX,DR,2013-12-20T16:30:00Z,Severe Storm(s),Severe Storms And Flooding,0,0,1,1,2013-10-30T04:00:00Z,2013-10-31T04:00:00Z,48453,Travis (County)
5051,CA,FM,2014-01-16T19:13:00Z,Fire,Colby Fire,0,0,1,0,2014-01-16T05:00:00Z,2014-01-23T04:59:00Z,06037,Los Angeles (County)
5053,TX,FM,2014-05-12T05:18:00Z,Fire,Double Diamond Fire,0,0,1,0,2014-05-11T04:00:00Z,NA,48233,Hutchinson (County)
5054,CA,FM,2014-05-14T23:05:00Z,Fire,Poinsettia Fire,0,0,1,0,2014-05-14T17:38:00Z,2014-05-18T03:59:00Z,06073,San Diego (County)
5055,CA,FM,2014-05-15T03:19:00Z,Fire,Cocos Fire,0,0,1,0,2014-05-15T00:38:00Z,2014-05-23T03:59:00Z,06073,San Diego (County)
5057,CA,FM,2014-07-02T05:00:00Z,Fire,Butts Fire,0,0,1,0,2014-07-01T16:00:00Z,2014-07-07T03:59:00Z,06055,Napa (County)
5067,CA,FM,2014-08-02T10:05:00Z,Fire,Eiler Fire,0,0,1,0,2014-08-01T07:31:00Z,2014-08-17T03:59:00Z,06089,Shasta (County)
5068,CA,FM,2014-08-03T01:24:00Z,Fire,Oregon Gulch Fire,0,0,1,0,2014-08-01T04:00:00Z,2014-08-10T03:59:00Z,06093,Siskiyou (County)
5069,CA,FM,2014-08-03T04:45:00Z,Fire,Bald Fire,0,0,1,0,2014-08-02T04:00:00Z,2014-08-10T03:59:00Z,06089,Shasta (County)
5069,CA,FM,2014-08-03T04:45:00Z,Fire,Bald Fire,0,0,1,0,2014-08-02T04:00:00Z,2014-08-10T03:59:00Z,06035,Lassen (County)
5070,CA,FM,2014-08-03T06:05:00Z,Fire,Day Fire,0,0,1,0,2014-08-01T04:00:00Z,2014-08-10T03:59:00Z,06049,Modoc (County)
5074,CA,FM,2014-08-19T04:27:00Z,Fire,Junction Fire,0,0,1,0,2014-08-18T16:00:00Z,2014-08-23T03:59:00Z,06039,Madera (County)
5075,CA,FM,2014-08-19T07:38:00Z,Fire,Way Fire,0,0,1,0,2014-08-18T16:00:00Z,2014-08-24T03:59:00Z,06029,Kern (County)
5076,CA,FM,2014-08-25T07:09:00Z,Fire,Oregon Fire,0,0,1,0,2014-08-24T16:00:00Z,2014-08-29T03:59:00Z,06105,Trinity (County)
