2015 GEOID,State,2015 Geography Name,Note,2010 Census Total Population,2010 Census Urban Population,2010 Census Rural Population,"2010 Census 
Percent Rural",STATEFP,COUNTYFP,COUNTYNS,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,geometry
24047,MD,"Worcester County, Maryland",,51454.0,33174.0,18280.0,35.52687837680258,24,047,01668802,0500000US24047,24047,Worcester,06,1212861863,586815923,"POLYGON ((-75.661827 38.041852999999996, -75.54087 38.08948, -75.545898 38.17874, -75.612764 38.278625999999996, -75.36464099999999 38.290358999999995, -75.309884 38.349281, -75.3412873203482 38.4524365259555, -75.18545499999999 38.451012, -75.04893899999999 38.451263, -75.085518 38.32427, -75.102947 38.311524999999996, -75.14322899999999 38.220475, -75.17739399999999 38.130013999999996, -75.19379599999999 38.096013, -75.242266 38.027209, -75.624341 37.994211, -75.661827 38.041852999999996))"
24510,MD,"Baltimore city, Maryland",1.0,621074.0,620961.0,0.0,0.0,24,510,01702381,0500000US24510,24510,Baltimore,25,209649200,28760489,"POLYGON ((-76.711191 39.362798, -76.692444 39.372032999999995, -76.626193 39.372017, -76.529793 39.372057999999996, -76.529517 39.297056, -76.52948599999999 39.218408, -76.580287 39.206607, -76.644212 39.248923999999995, -76.65986 39.255508999999996, -76.684649 39.266458, -76.71105399999999 39.277888999999995, -76.711186 39.354383, -76.711191 39.362798))"
25001,MA,"Barnstable County, Massachusetts",,215888.0,199733.0,16155.0,7.483046764989254,25,001,00606927,0500000US25001,25001,Barnstable,06,1021048430,2360287543,"POLYGON ((-70.698197 41.559002, -70.695392 41.602546, -70.7159798446688 41.6140132687642, -70.690964 41.660457, -70.620785 41.74753, -70.632555 41.762904, -70.56536299999999 41.786668999999996, -70.5364072541248 41.811634145746396, -70.49404799999999 41.773883, -70.441718 41.752897999999995, -70.323819 41.736058, -70.272289 41.721346, -70.216073 41.742981, -70.121978 41.758841, -70.024734 41.787364, -70.00384199999999 41.80852, -70.00611099999999 41.852396, -70.06900999999999 41.884924, -70.074006 41.938649999999996, -70.0765739991367 41.95794245825, -70.083775 42.012040999999996, -70.15075999999999 42.026568999999995, -70.190834 42.020027999999996, -70.245385 42.063733, -70.18930499999999 42.082336999999995, -70.138942 42.092907, -70.049382 42.064689, -69.994136 41.999258, -69.9802313615877 41.9459864602333, -69.974781 41.925104999999995, -69.935952 41.809422, -69.92826099999999 41.691700000000004, -69.931129 41.622659, -69.96498199999999 41.55111, -70.011229 41.543931, -70.011961 41.619797, -70.00701099999999 41.671579, -70.055523 41.664843, -70.158621 41.650438, -70.26968699999999 41.617774999999995, -70.32158799999999 41.630508, -70.400581 41.606381999999996, -70.445289 41.591815, -70.47625599999999 41.558502, -70.55968899999999 41.54833, -70.654104 41.519025, -70.6690583666005 41.5129296626746, -70.697498 41.527158, -70.726088944807 41.5432369319176, -70.698197 41.559002))"
25003,MA,"Berkshire County, Massachusetts",,131219.0,89762.0,41457.0,31.593747856636618,25,003,00606928,0500000US25003,25003,Berkshire,06,2400595902,50712902,"POLYGON ((-73.50814199999999 42.086256999999996, -73.41064440742728 42.3517462996479, -73.3835056572836 42.4256460501838, -73.352527 42.510002, -73.30700407618059 42.6326534514115, -73.264957 42.74594, -73.1424951205144 42.74342571719689, -73.0230178932901 42.7409727127269, -72.948838 42.704263, -72.951039 42.641006, -72.975409 42.556036999999996, -72.97928399999999 42.497856999999996, -73.009085 42.387733999999995, -73.065772 42.389111, -73.06288599999999 42.328950999999996, -73.000173 42.312678, -73.00152899999999 42.262661, -73.00786699999999 42.238409, -73.071113 42.148205999999995, -73.05339714976401 42.0401165089147, -73.1272291708784 42.0421231483548, -73.231056 42.044945, -73.487314 42.049638, -73.4896799420321 42.053797709586696, -73.50814199999999 42.086256999999996))"
25005,MA,"Bristol County, Massachusetts",,548285.0,494365.0,53920.0,9.834301503779969,25,005,00606929,0500000US25005,25005,Bristol,06,1432536921,357473379,"POLYGON ((-71.381461 41.952141, -71.3814313468931 41.9850841191295, -71.353265 41.98954, -71.288265 42.014461999999995, -71.13861899999999 42.072813, -71.080483 42.095538999999995, -71.054718 41.985057, -70.99977299999999 41.929671, -70.993152 41.906445, -70.987256 41.905808, -70.973717 41.860879, -71.03657 41.816525, -71.014591 41.799568, -71.026288 41.778887999999995, -70.921782 41.791244, -70.907184 41.763543, -70.88497 41.756115, -70.865003 41.700164, -70.839175 41.614761, -70.8039626132079 41.601515541000296, -70.82191 41.582840999999995, -70.853121 41.587320999999996, -70.8576236660334 41.5865120924635, -70.9090917764468 41.577265805465494, -70.91016499999999 41.577073, -70.941785 41.540121, -70.981708 41.51007, -71.02032123222439 41.502159475917, -71.03551399999999 41.499047, -71.085663 41.509291999999995, -71.12057 41.497448, -71.137492 41.602561, -71.132888 41.660101999999995, -71.19564 41.67509, -71.2013271875249 41.6817683282027, -71.20860053289509 41.6903092436027, -71.261392 41.752300999999996, -71.31740200793121 41.7772561089687, -71.329396 41.7826, -71.339597 41.832, -71.339298 41.893398999999995, -71.38170000000001 41.893198999999996, -71.381461 41.952141))"
25007,MA,"Dukes County, Massachusetts",,16535.0,10082.0,6453.0,39.02630783187179,25,007,00606930,0500000US25007,25007,Dukes,06,267300554,1004283994,"MULTIPOLYGON (((-70.83380199999999 41.353386, -70.757797 41.365702, -70.686881 41.441334, -70.603555 41.482383999999996, -70.553277 41.452954999999996, -70.496197 41.424907999999995, -70.463833 41.419145, -70.448262 41.353651, -70.577454 41.349163, -70.693635 41.342833, -70.768687 41.303702, -70.82128399999999 41.251014, -70.83339699999999 41.316778, -70.83380199999999 41.353386)), ((-70.934986 41.454699, -70.806861 41.497583, -70.726088944807 41.5432369319176, -70.697498 41.527158, -70.6690583666005 41.5129296626746, -70.734306 41.486335, -70.79026999999999 41.446338999999995, -70.857528 41.425767, -70.948431 41.409192999999995, -70.934986 41.454699)))"
25009,MA,"Essex County, Massachusetts",,743159.0,711619.0,31540.0,4.24404467953695,25,009,00606931,0500000US25009,25009,Essex,06,1275502663,870278700,"POLYGON ((-71.238179 42.669419, -71.2551101218106 42.7363970532872, -71.2453840329207 42.736555328574596, -71.181803 42.73759, -71.186104 42.790689, -71.149703 42.815489, -71.11637501217749 42.811902914435095, -71.064201 42.806289, -71.0487164136986 42.8310643380822, -71.031201 42.859089, -70.9665 42.868989, -70.930799 42.884589, -70.86475 42.870258, -70.817296 42.87229, -70.80521999999999 42.781797999999995, -70.772267 42.711064, -70.72982 42.669602, -70.68159399999999 42.662341999999995, -70.645101 42.689423, -70.60250599999999 42.677702, -70.594014 42.63503, -70.654727 42.582234, -70.698574 42.577393, -70.804091 42.561595, -70.848492 42.550194999999995, -70.83599099999999 42.490496, -70.886493 42.470197, -70.8992339791018 42.449915655686496, -70.905993 42.439156511592195, -70.913192 42.427696999999995, -70.95521106146329 42.4254690903917, -70.98299399999999 42.423995999999995, -71.053365 42.475925, -71.033998 42.585493, -71.14594199999999 42.608335, -71.164879 42.598020999999996, -71.256188 42.657145, -71.238179 42.669419))"
25011,MA,"Franklin County, Massachusetts",,71372.0,32523.0,38849.0,54.43170991425209,25,011,00606932,0500000US25011,25011,Franklin,06,1810978987,65539241,"POLYGON ((-73.0186486133504 42.7408830063998, -72.93026261251799 42.7390683404576, -72.86429185484539 42.7377138851592, -72.809113 42.736581, -72.5167111827822 42.72846766982919, -72.458519 42.726853, -72.4511950518227 42.7266508854936, -72.4120300647523 42.7255700733633, -72.2830340925109 42.722010250624, -72.271956 42.674672, -72.224932 42.638937, -72.227752 42.615867, -72.271469 42.54723, -72.244868 42.513439, -72.291288 42.479524999999995, -72.314253 42.343688, -72.356675 42.303429, -72.375022 42.420819, -72.483696 42.407481, -72.489891 42.433816, -72.669138 42.409711, -72.70087699999999 42.45292, -72.757758 42.445882999999995, -72.87113599999999 42.484041, -72.87684899999999 42.541197, -72.975409 42.556036999999996, -72.951039 42.641006, -72.948838 42.704263, -73.0230178932901 42.7409727127269, -73.0186486133504 42.7408830063998))"
25013,MA,"Hampden County, Massachusetts",,463490.0,423765.0,39725.0,8.570842952383007,25,013,00606933,0500000US25013,25013,Hampden,06,1597996708,44417070,"POLYGON ((-73.071113 42.148205999999995, -73.00786699999999 42.238409, -73.00152899999999 42.262661, -73.000173 42.312678, -72.953254 42.343829, -72.885184 42.332615, -72.912302 42.239132999999995, -72.793414 42.236854, -72.686861 42.183389999999996, -72.61313799999999 42.286265, -72.609948 42.285224, -72.598933 42.26809, -72.623983 42.235924999999995, -72.607038 42.215596, -72.593448 42.211557, -72.44712 42.227253999999995, -72.395478 42.185736999999996, -72.33387499999999 42.220718999999995, -72.291567 42.232220999999996, -72.221218 42.245252, -72.263924 42.183831, -72.13501099999999 42.161784, -72.13573146194669 42.029141929941595, -72.198845978132 42.030103893282, -72.317148 42.031907, -72.3974762551959 42.032816191135794, -72.5091793362983 42.03408049659009, -72.528131 42.034295, -72.607933 42.030795, -72.735496 42.036398999999996, -72.766739 42.002995, -72.7747593160786 42.0021291041803, -72.81007799999999 41.998315999999996, -72.84714199999999 42.036894, -72.999549 42.038653, -73.0087627816307 42.0389034162467, -73.05339714976401 42.0401165089147, -73.071113 42.148205999999995))"
25015,MA,"Hampshire County, Massachusetts",,158080.0,114697.0,43383.0,27.44369939271255,25,015,00606934,0500000US25015,25015,Hampshire,06,1365526541,46674748,"POLYGON ((-73.065772 42.389111, -73.009085 42.387733999999995, -72.97928399999999 42.497856999999996, -72.975409 42.556036999999996, -72.87684899999999 42.541197, -72.87113599999999 42.484041, -72.757758 42.445882999999995, -72.70087699999999 42.45292, -72.669138 42.409711, -72.489891 42.433816, -72.483696 42.407481, -72.375022 42.420819, -72.356675 42.303429, -72.314253 42.343688, -72.28873399999999 42.352024, -72.21079499999999 42.31138, -72.213973 42.294256999999995, -72.211079 42.251262, -72.221218 42.245252, -72.291567 42.232220999999996, -72.33387499999999 42.220718999999995, -72.395478 42.185736999999996, -72.44712 42.227253999999995, -72.593448 42.211557, -72.607038 42.215596, -72.623983 42.235924999999995, -72.598933 42.26809, -72.609948 42.285224, -72.61313799999999 42.286265, -72.686861 42.183389999999996, -72.793414 42.236854, -72.912302 42.239132999999995, -72.885184 42.332615, -72.953254 42.343829, -73.000173 42.312678, -73.06288599999999 42.328950999999996, -73.065772 42.389111))"
25017,MA,"Middlesex County, Massachusetts",,1503085.0,1457576.0,45509.0,3.027706350605588,25,017,00606935,0500000US25017,25017,Middlesex,06,2118197013,75365459,"POLYGON ((-71.89876877193659 42.7114667208088, -71.80538960273829 42.7089149435285, -71.745817 42.707287, -71.636214 42.704888, -71.351874 42.698153999999995, -71.29420499999999 42.69699, -71.255605 42.736388999999996, -71.2551101218106 42.7363970532872, -71.238179 42.669419, -71.256188 42.657145, -71.164879 42.598020999999996, -71.14594199999999 42.608335, -71.033998 42.585493, -71.053365 42.475925, -70.98299399999999 42.423995999999995, -70.9825456015879 42.420221800052, -71.080947 42.382377999999996, -71.064059 42.369001, -71.077334 42.359083999999996, -71.11692099999999 42.364246, -71.167625 42.360073, -71.156887 42.330241, -71.191155 42.283059, -71.230913 42.320727, -71.269958 42.328086, -71.32974999999999 42.312991, -71.302922 42.248273999999995, -71.34416999999999 42.200703, -71.47811899999999 42.156782, -71.50262599999999 42.191416, -71.55573799999999 42.182503, -71.586759 42.259544999999996, -71.55011499999999 42.266023, -71.522178 42.266453999999996, -71.497046 42.289829, -71.486797 42.330189, -71.551126 42.326395, -71.585168 42.310977, -71.624702 42.350465, -71.5591 42.411943, -71.53878 42.543029999999995, -71.635869 42.524024, -71.678969 42.530429999999996, -71.66460099999999 42.611598, -71.775755 42.64423, -71.85848299999999 42.633815, -71.89876877193659 42.7114667208088))"
25019,MA,"Nantucket County, Massachusetts",,10172.0,8250.0,1922.0,18.895005898545026,25,019,00606936,0500000US25019,25019,Nantucket,06,119489563,666974178,"POLYGON ((-70.275526 41.310463999999996, -70.19371199999999 41.313787, -70.079133 41.319503999999995, -70.049053 41.391701999999995, -69.984869 41.358818, -69.96018099999999 41.264545999999996, -70.015225 41.237964, -70.09696699999999 41.240849999999995, -70.211479 41.248765, -70.275526 41.310463999999996))"
25021,MA,"Norfolk County, Massachusetts",1.0,670784.0,662529.0,8321.0,1.2404887415322965,25,021,00606937,0500000US25021,25021,Norfolk,06,1025886743,124979344,"MULTIPOLYGON (((-70.85338 42.239607, -70.83585177539439 42.264763264713395, -70.788724 42.25392, -70.78157454556849 42.2486369460239, -70.78508099999999 42.225276, -70.827 42.200792, -70.8408 42.213118, -70.85338 42.239607)), ((-71.499689 42.10349, -71.478522 42.131378, -71.47811899999999 42.156782, -71.34416999999999 42.200703, -71.302922 42.248273999999995, -71.32974999999999 42.312991, -71.269958 42.328086, -71.230913 42.320727, -71.191155 42.283059, -71.18816699999999 42.280412, -71.146642 42.255755, -71.130771 42.227926, -71.122517 42.235199, -71.12637699999999 42.239162, -71.109347 42.24799, -71.109544 42.255412, -71.113326 42.25899, -71.111867 42.26041, -71.102691 42.259884, -71.09373599999999 42.267136, -71.05328399999999 42.277502, -71.04169399999999 42.305298, -70.9930596399482 42.3128922804124, -70.967351 42.268167999999996, -70.9484970435343 42.282354693782295, -70.914091 42.2888, -70.924877 42.157579999999996, -70.94896299999999 42.148156, -71.080483 42.095538999999995, -71.13861899999999 42.072813, -71.288265 42.014461999999995, -71.353265 41.98954, -71.3814313468931 41.9850841191295, -71.381401 42.018798, -71.4580809945561 42.0168788251287, -71.4982240131247 42.0158741110185, -71.49828699999999 42.064878, -71.499689 42.10349)))"
25023,MA,"Plymouth County, Massachusetts",,494919.0,443904.0,51015.0,10.3077473283507,25,023,00606938,0500000US25023,25023,Plymouth,06,1706646158,1124975284,"POLYGON ((-71.080483 42.095538999999995, -70.94896299999999 42.148156, -70.924877 42.157579999999996, -70.914091 42.2888, -70.9484970435343 42.282354693782295, -70.91749 42.305686, -70.881242 42.300663, -70.85109299999999 42.26827, -70.83585177539439 42.264763264713395, -70.85338 42.239607, -70.8408 42.213118, -70.827 42.200792, -70.78508099999999 42.225276, -70.78157454556849 42.2486369460239, -70.73056 42.21094, -70.685315 42.133024999999996, -70.6792377745025 42.1263494594225, -70.63848 42.081579, -70.644337 42.045895, -70.678798 42.00551, -70.662476 41.960592, -70.608166 41.940701, -70.583572 41.950007, -70.546386 41.916751, -70.525567 41.85873, -70.54102999999999 41.815754, -70.5364072541248 41.811634145746396, -70.56536299999999 41.786668999999996, -70.632555 41.762904, -70.620785 41.74753, -70.690964 41.660457, -70.7159798446688 41.6140132687642, -70.7617700797884 41.6395180722704, -70.765463 41.641574999999996, -70.8039626132079 41.601515541000296, -70.839175 41.614761, -70.865003 41.700164, -70.88497 41.756115, -70.907184 41.763543, -70.921782 41.791244, -71.026288 41.778887999999995, -71.014591 41.799568, -71.03657 41.816525, -70.973717 41.860879, -70.987256 41.905808, -70.993152 41.906445, -70.99977299999999 41.929671, -71.054718 41.985057, -71.080483 42.095538999999995))"
25025,MA,"Suffolk County, Massachusetts",1.0,722089.0,721488.0,535.0,0.07409058994112913,25,025,00606939,0500000US25025,25025,Suffolk,06,150855103,160514584,"POLYGON ((-71.191155 42.283059, -71.156887 42.330241, -71.167625 42.360073, -71.11692099999999 42.364246, -71.077334 42.359083999999996, -71.064059 42.369001, -71.080947 42.382377999999996, -70.9825456015879 42.420221800052, -70.974897 42.355843, -70.97589294212611 42.354339253721896, -70.9830935859472 42.3434671949331, -70.997838 42.321205, -70.9930596399482 42.3128922804124, -71.04169399999999 42.305298, -71.05328399999999 42.277502, -71.09373599999999 42.267136, -71.102691 42.259884, -71.111867 42.26041, -71.113326 42.25899, -71.109544 42.255412, -71.109347 42.24799, -71.12637699999999 42.239162, -71.122517 42.235199, -71.130771 42.227926, -71.146642 42.255755, -71.18816699999999 42.280412, -71.191155 42.283059))"
25027,MA,"Worcester County, Massachusetts",,798552.0,651696.0,146856.0,18.390286418417332,25,027,00606940,0500000US25027,25027,Worcester,06,3912564078,177449060,"POLYGON ((-72.291288 42.479524999999995, -72.244868 42.513439, -72.271469 42.54723, -72.227752 42.615867, -72.224932 42.638937, -72.271956 42.674672, -72.2830340925109 42.722010250624, -72.20361347980679 42.719818528679895, -72.124526 42.717636, -72.081365050188 42.7164565385412, -71.9290300590535 42.712293672532596, -71.89876877193659 42.7114667208088, -71.85848299999999 42.633815, -71.775755 42.64423, -71.66460099999999 42.611598, -71.678969 42.530429999999996, -71.635869 42.524024, -71.53878 42.543029999999995, -71.5591 42.411943, -71.624702 42.350465, -71.585168 42.310977, -71.551126 42.326395, -71.486797 42.330189, -71.497046 42.289829, -71.522178 42.266453999999996, -71.55011499999999 42.266023, -71.586759 42.259544999999996, -71.55573799999999 42.182503, -71.50262599999999 42.191416, -71.47811899999999 42.156782, -71.478522 42.131378, -71.499689 42.10349, -71.49828699999999 42.064878, -71.4982240131247 42.0158741110185, -71.559439 42.014342, -71.59109652763101 42.01351334355719, -71.6066944190753 42.013105058570794, -71.79924199999999 42.008064999999995, -71.80064999999999 42.023568999999995, -71.8846768359037 42.0250593514843, -71.987326 42.02688, -72.1021594345268 42.0286302400548, -72.13573146194669 42.029141929941595, -72.13501099999999 42.161784, -72.263924 42.183831, -72.221218 42.245252, -72.211079 42.251262, -72.213973 42.294256999999995, -72.21079499999999 42.31138, -72.28873399999999 42.352024, -72.314253 42.343688, -72.291288 42.479524999999995))"
26001,MI,"Alcona County, Michigan",,10942.0,118.0,10824.0,98.92158654724913,26,001,01622943,0500000US26001,26001,Alcona,06,1747349262,2890404970,"POLYGON ((-83.88848399999999 44.856457999999996, -83.3162661085766 44.858591450560894, -83.296971 44.758494999999996, -83.276836 44.689353999999994, -83.314517 44.608725, -83.3169638754402 44.5116830117597, -83.886634 44.508976, -83.88848399999999 44.856457999999996))"
26003,MI,"Alger County, Michigan",,9601.0,2972.0,6629.0,69.04489115717112,26,003,01622944,0500000US26003,26003,Alger,06,2369925450,10703519681,"POLYGON ((-87.1163595894707 46.506151402120494, -86.976958 46.526581, -86.903742 46.466138, -86.81096699999999 46.449663, -86.750157 46.479109, -86.695645 46.555026, -86.62738 46.53371, -86.55773099999999 46.487434, -86.45993 46.551928, -86.188024 46.654008, -86.138295 46.672934999999995, -85.995044 46.673676, -85.86460714132919 46.6865683155134, -85.864932 46.504757999999995, -86.364953 46.505852, -86.364989 46.331927, -86.615397 46.333262999999995, -86.615601 46.158691, -87.11613799999999 46.15905, -87.1163595894707 46.506151402120494))"
26005,MI,"Allegan County, Michigan",,111408.0,39586.0,71822.0,64.46754272583657,26,005,01622945,0500000US26005,26005,Allegan,06,2137385001,2610813756,"POLYGON ((-86.240642 42.54, -86.22869480100229 42.6295118547012, -86.226638 42.644922, -86.208309 42.762789, -86.20853850290969 42.7675438719157, -86.137046 42.768342, -86.126702 42.768401999999995, -85.78249799999999 42.7682, -85.545564 42.768139, -85.543191 42.421433, -85.764697 42.420715, -86.2769940445315 42.419310315926296, -86.240642 42.54))"
26007,MI,"Alpena County, Michigan",,29598.0,14258.0,15340.0,51.82782620447327,26,007,01622946,0500000US26007,26007,Alpena,06,1481123844,2908714541,"POLYGON ((-83.888482 44.856635, -83.88122299999999 45.202071, -83.38521107925649 45.207103993148, -83.315924 45.139992, -83.265896 45.026844, -83.340257 45.041545, -83.399255 45.070364, -83.44205199999999 45.051055999999996, -83.435822 45.000012, -83.438856 44.940843, -83.35281499999999 44.886164, -83.320503 44.880570999999996, -83.3162661085766 44.858591450560894, -83.88848399999999 44.856457999999996, -83.888482 44.856635))"
26009,MI,"Antrim County, Michigan",,23580.0,0.0,23580.0,100.0,26,009,01622947,0500000US26009,26009,Antrim,06,1231999038,326540410,"POLYGON ((-85.43141547500831 45.0166494527177, -85.380659 45.046319, -85.366749 45.101591, -85.38046399999999 45.180876, -85.37782429593301 45.20764440248689, -85.222707 45.20556, -85.223681 45.117861, -84.857452 45.116707, -84.847309 44.858036999999996, -85.327696 44.850707, -85.332836 44.812371999999996, -85.38198299999999 44.859567999999996, -85.473841 44.859449, -85.43141547500831 45.0166494527177))"
26011,MI,"Arenac County, Michigan",,15899.0,0.0,15899.0,100.0,26,011,01622948,0500000US26011,26011,Arenac,06,940624056,822316908,"POLYGON ((-84.166107 44.161788, -83.883977 44.161786, -83.5646457924967 44.163524818403, -83.56774399999999 44.155899, -83.58408999999999 44.056748, -83.679654 44.036364999999996, -83.693214 43.988769999999995, -83.787863 43.985279, -83.869406 43.960719, -83.90132935218101 43.908427050844196, -84.044843 43.911145999999995, -84.04540899999999 43.996973999999994, -84.166377 43.996901, -84.166107 44.161788))"
26013,MI,"Baraga County, Michigan",,8860.0,0.0,8860.0,100.0,26,013,01622949,0500000US26013,26013,Baraga,06,2326913893,441619915,"POLYGON ((-88.678879 46.851800999999995, -88.551943 46.851794999999996, -88.552185 46.938533, -88.4393631859438 46.9419824250004, -88.455404 46.923321, -88.477935 46.850559999999994, -88.372681 46.872277, -88.24443699999999 46.929612, -88.143688 46.966665, -88.065192 46.918563, -88.04452168228148 46.917449945276196, -88.044709 46.765353, -87.991546 46.679113, -88.115843 46.678380999999995, -88.116571 46.419951, -88.67939199999999 46.420139, -88.678879 46.851800999999995))"
26015,MI,"Barry County, Michigan",,59173.0,13534.0,45639.0,77.12808206445507,26,015,01622950,0500000US26015,26015,Barry,06,1432508482,62024197,"POLYGON ((-85.545564 42.768139, -85.309626 42.769878, -85.07424499999999 42.770784, -85.071609 42.421428, -85.298879 42.419849, -85.543191 42.421433, -85.545564 42.768139))"
26017,MI,"Bay County, Michigan",,107771.0,75104.0,32667.0,30.311493815590463,26,017,01622951,0500000US26017,26017,Bay,06,1145397300,488150978,"POLYGON ((-84.167318 43.825902, -84.166377 43.996901, -84.04540899999999 43.996973999999994, -84.044843 43.911145999999995, -83.90132935218101 43.908427050844196, -83.910613 43.89322, -83.929375 43.777091, -83.94774 43.735164999999995, -83.90947899999999 43.672622, -83.817894 43.673789, -83.731005 43.623369, -83.6994170918811 43.601637150256494, -83.699484 43.565822999999995, -83.698816 43.478957, -83.817678 43.479051999999996, -83.817228 43.522345, -83.916091 43.522628999999995, -84.05098699999999 43.524063999999996, -84.05 43.567324, -84.168127 43.568898999999995, -84.167318 43.825902))"
26019,MI,"Benzie County, Michigan",,17525.0,0.0,17525.0,100.0,26,019,01622952,0500000US26019,26019,Benzie,06,828014438,1398245684,"POLYGON ((-86.248474 44.699045999999996, -86.160268 44.728189, -86.089186 44.741496, -86.0784981880303 44.778330747660895, -85.937084 44.778344999999995, -85.815119 44.774533999999996, -85.817802 44.512969, -86.2370208650165 44.5182985861447, -86.220697 44.566742, -86.25394999999999 44.64808, -86.248474 44.699045999999996))"
26021,MI,"Berrien County, Michigan",,156813.0,105289.0,51524.0,32.85696976653721,26,021,01622953,0500000US26021,26021,Berrien,06,1470535560,2625457933,"POLYGON ((-86.69326699999999 41.835403, -86.597899 41.918290999999996, -86.501322 42.08454, -86.466262 42.134406, -86.3663791270383 42.24310772718089, -86.223563 42.243379, -86.22294 42.071484, -86.22609434498739 41.760015959116394, -86.501773 41.759553, -86.5242197424429 41.7595721559735, -86.640044 41.759671, -86.6413229205208 41.759674938142794, -86.824828 41.760239999999996, -86.69326699999999 41.835403))"
26023,MI,"Branch County, Michigan",,45248.0,16876.0,28372.0,62.703323903818955,26,023,01622954,0500000US26023,26023,Branch,06,1311604220,34421385,"POLYGON ((-85.29362599999999 42.071553, -84.82649099999999 42.072468, -84.8251282838768 41.7601990063519, -85.196774200302 41.759870841803, -85.232835 41.759839, -85.2921788113335 41.759755274701796, -85.29362599999999 42.071553))"
26025,MI,"Calhoun County, Michigan",,136146.0,93972.0,42174.0,30.977039354810277,26,025,01622955,0500000US26025,26025,Calhoun,06,1829198158,31268858,"POLYGON ((-85.298879 42.419849, -85.071609 42.421428, -84.718493 42.42152, -84.70955599999999 42.070366, -84.82649099999999 42.072468, -85.29362599999999 42.071553, -85.298879 42.419849))"
26027,MI,"Cass County, Michigan",,52293.0,15070.0,37223.0,71.18161130552846,26,027,01622956,0500000US26027,26027,Cass,06,1269367168,47147839,"POLYGON ((-86.22609434498739 41.760015959116394, -86.22294 42.071484, -85.76294299999999 42.069327, -85.76018599999999 41.798814, -85.79133496196279 41.7590510395575, -85.79136299999999 41.759051, -86.06256302901059 41.759653033157996, -86.22606999999999 41.760016, -86.22609434498739 41.760015959116394))"
26029,MI,"Charlevoix County, Michigan",,25949.0,7680.0,18269.0,70.40348375659948,26,029,01622957,0500000US26029,26029,Charlevoix,06,1078288789,2522931119,"MULTIPOLYGON (((-85.37159299999999 45.270834, -85.294848 45.316407999999996, -85.196704 45.360641, -85.096056872271 45.363088040434796, -85.001803 45.272327999999995, -84.964787 45.291601, -84.732687 45.289381999999996, -84.734303 45.201935999999996, -84.734799 45.114903, -84.857452 45.116707, -85.223681 45.117861, -85.222707 45.20556, -85.37782429593301 45.20764440248689, -85.37159299999999 45.270834)), ((-85.701809 45.736129, -85.651866 45.743139, -85.52444799999999 45.829794, -85.360952 45.817554, -85.377132 45.769013, -85.509276 45.596475, -85.561634 45.572213, -85.62274099999999 45.586028, -85.696872 45.69725, -85.701809 45.736129)))"
26031,MI,"Cheboygan County, Michigan",,26152.0,4517.0,21635.0,82.72789843988988,26,031,01622958,0500000US26031,26031,Cheboygan,06,1852551605,440619495,"POLYGON ((-84.732687 45.289381999999996, -84.732242 45.780496853289, -84.718904 45.777598999999995, -84.553311 45.698566, -84.46168 45.652404, -84.413642 45.669427, -84.329537 45.66438, -84.2108933455563 45.6262310178484, -84.25202 45.625997999999996, -84.246634 45.198727, -84.366614 45.198737, -84.734303 45.201935999999996, -84.732687 45.289381999999996))"
26033,MI,"Chippewa County, Michigan",,38520.0,19669.0,18851.0,48.93821391484943,26,033,01622959,0500000US26033,26033,Chippewa,06,4036515588,2952489037,"POLYGON ((-85.23787317735959 46.7557027812565, -85.173042 46.763633999999996, -84.964652 46.772845, -85.028291 46.675125, -85.027374 46.553756, -84.969464 46.47629, -84.849767 46.460245, -84.678423 46.487694, -84.607945 46.456747, -84.49340099999999 46.440312999999996, -84.461827 46.466566, -84.42027399999999 46.501076999999995, -84.293016 46.492802999999995, -84.19372899999999 46.539919999999995, -84.117925 46.517618999999996, -84.12502599999999 46.470143, -84.13890599999999 46.372220999999996, -84.097766 46.256512, -84.10808899999999 46.241237999999996, -84.114941 46.174113999999996, -84.026536 46.131648, -83.974012 46.081551999999995, -83.882303 46.042065, -83.815826 46.108529, -83.719791 46.101031, -83.598612 46.090084999999995, -83.480639 45.996164, -83.526347 45.918636, -83.583052 45.915918999999995, -83.65765999999999 45.945463, -83.80104 45.937582, -83.910838 45.965613, -84.08007099999999 45.970822, -84.1146065625188 45.9679083747954, -84.23933199999999 45.984913999999996, -84.238884 46.071456999999995, -84.36309 46.071574, -84.363503 46.157984, -85.11251299999999 46.158263, -85.113329 46.245722, -85.237839 46.24543, -85.23787317735959 46.7557027812565))"
26035,MI,"Clare County, Michigan",,30926.0,9079.0,21847.0,70.64282480760525,26,035,01622960,0500000US26035,26035,Clare,06,1461700230,28500463,"POLYGON ((-85.087403 44.164242, -84.851705 44.161375, -84.608104 44.160481999999995, -84.606037 43.815365, -85.08881099999999 43.813676, -85.087403 44.164242))"
26037,MI,"Clinton County, Michigan",,75382.0,35485.0,39897.0,52.92642805974901,26,037,01622961,0500000US26037,26037,Clinton,06,1467017476,21098128,"POLYGON ((-84.836889 43.118851, -84.36775999999999 43.117942, -84.363659 42.775777999999995, -84.38471 42.769881999999996, -84.602761 42.76988, -84.837085 42.770478999999995, -84.836889 43.118851))"
